Date du jour;Affaire Maitre;Identifiant du projet;Trigramme;Repere;Type M-O;Libellé de la tâche;Qte Prévue;Qte Réalisée;Charge prévisionnelle;VBTR;Charge restante;Avancement effectif;TP;type Ot;Lot; Zone;Stade;Monteur;Code du responsable;Code libre Table
2026-03-11;1935;1935-4-0102B-B5C;Auto;Pointage;MODefaut;MO PAR DEFAUT;0,0100;0,0000;0,01;0,00;0,01;0,00;0,00;10_Phase 1 CDC;424;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0102B-B5C;B5C;424E000;CC_C3;CDC de type fil largeur 300;0,8000;0,8000;0,74;0,74;0,00;99,99;0,00;10_Phase 1 CDC;424;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;Auto;Pointage;MODefaut;MO PAR DEFAUT;0,0100;0,0000;0,01;0,00;0,01;0,00;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;B5C;434E036;CC_C3;CDC de type fil largeur 300;1,8000;1,8000;1,66;1,66;0,00;99,99;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;B5C;434E030;CC_C3;CDC de type fil largeur 300;1,7000;1,7000;1,56;1,56;0,00;99,99;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;B5C;434E076;CC_C3;CDC de type fil largeur 300;0,5000;0,5000;0,46;0,46;0,00;99,99;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;B5C;434E080;CC_C3;CDC de type fil largeur 300;0,5000;0,5000;0,46;0,46;0,00;99,99;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;B5C;434E082;CC_C3;CDC de type fil largeur 300;2,3000;2,3000;2,12;2,12;0,00;99,99;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;B5C;434E088;CC_C3;CDC de type fil largeur 300;2,3000;2,3000;2,12;2,12;0,00;99,99;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;B5C;434E090;CC_C3;CDC de type fil largeur 300;0,7000;0,7000;0,64;0,64;0,00;99,99;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;B5C;434E079;CC_C3;CDC de type fil largeur 300;2,6000;2,6000;2,39;2,39;0,00;99,99;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;B5C;434E038;CC_C1;CDC de type fil largeur 100;0,2000;0,2000;0,18;0,18;0,00;99,99;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;B5C;434E028;CC_C1;CDC de type fil largeur 100;0,2000;0,2000;0,18;0,18;0,00;99,99;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;B5C;434E001;CC_C3;CDC de type fil largeur 300;1,2000;0,0000;1,10;0,00;1,10;0,00;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;B5C;434B005;CC_C2;CDC de type fil largeur 200;1,9000;1,9000;1,73;1,73;0,00;99,99;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;B5C;434E039;CC_C1;CDC de type fil largeur 100;0,8000;0,8000;0,71;0,71;0,00;99,99;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224A-B5C;B5C;434E035;CC_C3;CDC de type fil largeur 300;0,9000;0,9000;0,83;0,83;0,00;99,99;0,00;10_Phase 1 CDC;434;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;Auto;Pointage;MODefaut;MO PAR DEFAUT;0,0100;0,0000;0,01;0,00;-8,99;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A117;CC_C2;CDC de type fil largeur 200;0,3000;0,3000;0,27;0,27;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A099;CC_C2;CDC de type fil largeur 200;0,8000;0,8000;0,73;0,73;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A039;CC_C2;CDC de type fil largeur 200;2,5000;2,5000;2,28;2,28;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;V444D084;CC_C4;CDC de type fil largeur 400;0,3000;0,3000;0,28;0,28;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;V444B114;CC_C3;CDC de type fil largeur 300;4,8000;4,8000;4,42;4,42;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;V444A118;CC_C3;CDC de type fil largeur 300;4,9000;4,9000;4,51;4,51;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D000;CC_C1;CDC de type fil largeur 100;3,5000;3,5000;3,12;3,12;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444B157;CC_C1;CDC de type fil largeur 100;3,3000;3,3000;2,94;2,94;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444B074;CC_C2;CDC de type fil largeur 200;7,2000;7,2000;6,55;6,55;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A182;CC_C4;CDC de type fil largeur 400;3,7000;3,7000;3,40;3,40;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A070;CC_C2;CDC de type fil largeur 200;2,9000;2,9000;2,64;2,64;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A068;CC_C4;CDC de type fil largeur 400;1,1000;1,1000;1,01;1,01;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A066;CC_C2;CDC de type fil largeur 200;4,6000;4,6000;4,19;4,19;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A064;CC_C4;CDC de type fil largeur 400;3,5000;3,5000;3,22;3,22;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444B139;CC_C2;CDC de type fil largeur 200;1,5000;1,5000;1,37;1,37;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D086;CC_C3;CDC de type fil largeur 300;1,1000;1,1000;1,01;1,01;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D082;CC_C2;CDC de type fil largeur 200;5,4000;5,4000;4,91;4,91;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D020;CC_C3;CDC de type fil largeur 300;0,9000;0,9000;0,83;0,83;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D014;CC_C1;CDC de type fil largeur 100;1,8000;0,0000;1,60;0,00;1,60;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D006;CC_C2;CDC de type fil largeur 200;5,8000;0,0000;5,28;0,00;5,28;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444B050;CC_C1;CDC de type fil largeur 100;4,9000;0,0000;4,36;0,00;4,36;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D053;CC_C1;CDC de type fil largeur 100;0,3000;0,3000;0,27;0,27;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D027;CC_C2;CDC de type fil largeur 200;0,9000;0,9000;0,82;0,82;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444B087;CC_C3;CDC de type fil largeur 300;0,2000;0,0000;0,18;0,00;0,18;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A119;CC_C2;CDC de type fil largeur 200;0,2000;0,2000;0,18;0,18;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;V444B108;CC_C2;CDC de type fil largeur 200;1,6000;1,6000;1,46;1,46;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D023;CC_C1;CDC de type fil largeur 100;1,1000;1,1000;0,98;0,98;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444B153;CC_C3;CDC de type fil largeur 300;0,2000;0,2000;0,18;0,18;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A097;CC_C2;CDC de type fil largeur 200;0,5000;0,0000;0,46;0,00;0,46;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D007;CC_C1;CDC de type fil largeur 100;1,2000;1,2000;1,07;1,07;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D098;CC_C1;CDC de type fil largeur 100;6,7000;6,7000;5,96;5,96;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D090;CC_C1;CDC de type fil largeur 100;3,5000;3,5000;3,12;3,12;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D062;CC_C2;CDC de type fil largeur 200;1,4000;1,4000;1,27;1,27;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D056;CC_C3;CDC de type fil largeur 300;0,2000;0,0000;0,18;0,00;0,18;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D054;CC_C3;CDC de type fil largeur 300;2,7000;2,7000;2,48;2,48;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D050;CC_C1;CDC de type fil largeur 100;1,0000;0,0000;0,89;0,00;0,89;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D048;CC_C3;CDC de type fil largeur 300;1,3000;1,3000;1,20;1,20;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D046;CC_C3;CDC de type fil largeur 300;3,6000;3,6000;3,31;3,31;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D044;CC_C3;CDC de type fil largeur 300;2,0000;2,0000;1,84;1,84;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D042;CC_C2;CDC de type fil largeur 200;0,2000;0,0000;0,18;0,00;0,18;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D040;CC_C3;CDC de type fil largeur 300;0,9000;0,9000;0,83;0,83;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D015;CC_C1;CDC de type fil largeur 100;0,4000;0,4000;0,36;0,36;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D013;CC_C1;CDC de type fil largeur 100;1,0000;1,0000;0,89;0,89;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444B008;CC_C3;CDC de type fil largeur 300;0,1000;0,1000;0,09;0,09;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A008;CC_C4;CDC de type fil largeur 400;2,1000;0,0000;1,93;0,00;1,93;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A002;CC_C2;CDC de type fil largeur 200;0,6000;0,0000;0,55;0,00;0,55;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;V334D035;CC_C2;CDC de type fil largeur 200;1,5000;0,0000;1,37;0,00;1,37;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;324E004;CC_C1;CDC de type fil largeur 100;0,5000;0,0000;0,45;0,00;0,45;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A172;CC_C3;CDC de type fil largeur 300;2,3000;2,3000;2,12;2,12;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A174;CC_C3;CDC de type fil largeur 300;1,5000;1,5000;1,38;1,38;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A001;CC_C2;CDC de type fil largeur 200;0,8000;0,8000;0,73;0,73;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A004;CC_C4;CDC de type fil largeur 400;5,4000;5,4000;4,97;4,97;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444B002;CC_C4;CDC de type fil largeur 400;0,2000;0,2000;0,18;0,18;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444B010;CC_C3;CDC de type fil largeur 300;1,2000;1,2000;1,10;1,10;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444B006;CC_C3;CDC de type fil largeur 300;2,5000;2,5000;2,30;2,30;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444B004;CC_C3;CDC de type fil largeur 300;9,7000;9,7000;8,92;8,92;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A037;CC_C2;CDC de type fil largeur 200;0,8000;0,8000;0,73;0,73;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A010;CC_C2;CDC de type fil largeur 200;0,7000;0,0000;0,64;0,00;0,64;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A006;CC_C4;CDC de type fil largeur 400;3,8000;3,8000;3,50;3,50;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444A000;CC_C4;CDC de type fil largeur 400;2,5000;2,5000;2,30;2,30;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444E101;CC_C3;CDC de type fil largeur 300;2,3000;0,0000;2,12;0,00;2,12;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;V444A069;CC_C3;CDC de type fil largeur 300;4,9000;4,9000;4,51;4,51;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;V444B107;CC_C3;CDC de type fil largeur 300;4,8000;4,8000;4,42;4,42;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;V444B119;CC_C2;CDC de type fil largeur 200;3,4000;3,4000;3,09;3,09;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;V444D065;CC_C4;CDC de type fil largeur 400;0,2000;0,2000;0,18;0,18;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D100;CC_C1;CDC de type fil largeur 100;1,9000;0,0000;1,69;0,00;1,69;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D016;CC_C1;CDC de type fil largeur 100;0,2000;0,0000;0,18;0,00;0,18;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D018;CC_C1;CDC de type fil largeur 100;2,3000;0,0000;2,05;0,00;2,05;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444C019;CC_DAT3;Fitting Cabletray ph1 DAT300 in ZE;12,0000;12,0000;17,52;17,52;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444C019;CC_DAT3;Fitting Cabletray ph1 DAT300 in ZE;2,6000;2,6000;3,80;3,80;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444D039;CC_C1;CDC de type fil largeur 100;0,3000;0,3000;0,27;0,27;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5C;444B159;CC_C3;CDC de type fil largeur 300;0,1000;0,1000;0,09;0,09;0,00;99,99;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5T;V444A092-Trav ROXTEC Acier SL 214 5;TR_SB;TRAVERSEE DE TYPE SURBAU OU ROXTEC;1,0000;0,0000;2,00;0,00;2,00;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5T;324B000-Trav ROXTEC Acier SRC6X2 27;TR_SB;TRAVERSEE DE TYPE SURBAU OU ROXTEC;1,0000;0,0000;2,00;0,00;2,00;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5T;324D006-Trav ROXTEC Acier SL 214 55;TR_SB;TRAVERSEE DE TYPE SURBAU OU ROXTEC;1,0000;0,0000;2,00;0,00;2,00;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5T;V444A065-Surbau Acier SB 310x360 R1;TR_SB;TRAVERSEE DE TYPE SURBAU OU ROXTEC;1,0000;0,0000;2,00;0,00;2,00;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5T;V444A120-Surbau Acier SB 310x360 R1;TR_SB;TRAVERSEE DE TYPE SURBAU OU ROXTEC;1,0000;0,0000;2,00;0,00;2,00;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5T;234B020-SURBAU ACIER SB-DN250 Long;TR_SB;TRAVERSEE DE TYPE SURBAU OU ROXTEC;1,0000;0,0000;2,00;0,00;2,00;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5T;444A190-Surbau Cloison Incendie Eau;TR_SB;TRAVERSEE DE TYPE SURBAU OU ROXTEC;1,0000;0,0000;2,00;0,00;2,00;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5T;444B168-Surbau Cloison Incendie Eau;TR_SB;TRAVERSEE DE TYPE SURBAU OU ROXTEC;1,0000;0,0000;2,00;0,00;2,00;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0224B-B5C;B5T;234D005-Trav ROXTEC Acier SL 164 55;TR_SB;TRAVERSEE DE TYPE SURBAU OU ROXTEC;1,0000;0,0000;2,00;0,00;2,00;0,00;0,00;10_Phase 1 CDC;444;B5C;Bloc;Gestal;dts;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;454A069;CC_C3;CDC de type fil largeur 300;1,4000;1,4000;1,29;1,29;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;454A067;CC_C3;CDC de type fil largeur 300;4,1000;4,1000;3,77;3,77;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;454A065;CC_C3;CDC de type fil largeur 300;1,0000;1,0000;0,92;0,92;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;454A063;CC_C3;CDC de type fil largeur 300;1,4000;1,4000;1,29;1,29;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;454A061;CC_C3;CDC de type fil largeur 300;2,3000;2,3000;2,12;2,12;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;454A059;CC_C3;CDC de type fil largeur 300;1,0000;1,0000;0,92;0,92;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;454B090;CC_C4;CDC de type fil largeur 400;0,7000;0,7000;0,64;0,64;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;454B040;CC_C4;CDC de type fil largeur 400;2,3000;2,3000;2,12;2,12;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;454A148;CC_C5;CDC de type fil largeur 500;0,4000;0,4000;0,37;0,37;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;454E117;CC_C3;CDC de type fil largeur 300;3,4000;3,4000;3,13;3,13;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;454E115;CC_C1;CDC de type fil largeur 100;0,2000;0,0000;0,18;0,00;0,18;0,00;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;V454A130;CC_C1;CDC de type fil largeur 100;2,5000;2,5000;2,23;2,23;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;V454A128;CC_C2;CDC de type fil largeur 200;2,0000;2,0000;1,82;1,82;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;454B039;CC_C3;CDC de type fil largeur 300;1,1000;1,1000;1,01;1,01;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;(vide);CC_C1;CDC de type fil largeur 100;0,2000;0,2000;0,18;0,18;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;(vide);CC_C3;CDC de type fil largeur 300;13,0000;13,0000;11,96;11,96;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
2026-03-11;1935;1935-4-0225A-B5C;B5C;454B015;CC_C3;CDC de type fil largeur 300;4,1000;4,1000;3,77;3,77;0,00;99,99;0,00;10_Phase 1 CDC;454;B5C;Bloc;Gestal;AFF;MONTA
